batch_number	bug_id	severity	category	file_line	description
9	R10-B-006	MEDIUM	Feedback Gap	src/components/readability/ReadabilityWeightConfig.jsx:40	The ReadabilityWeightConfig component allows users to adjust category weights via sliders and apply them, but the Apply Weights button (handleApply at line 40) only calls onChange with the new weights
10	R01-207	HIGH	Race Condition	src/lib/readability/aiAnalyzer.js:52	analyzeWithAI creates its own AbortController (line 52) and a timeout (line 53), but when the caller passes options.signal, the local controller's abort is never wired to the external signal. The exte
10	R07-C-012	MEDIUM	Token Management	src/lib/readability/aiAnalyzer.js:42	The analyzeWithAI function truncates content to 50,000 characters (line 42) but the prompt template itself (lines 98-125) includes structured metadata (title, URL, word count, language, headings list 
10	R07-C-013	HIGH	Output Validation	src/lib/readability/aiAnalyzer.js:139	The parseAIResponse function accepts qualityScore and citationWorthiness values from the AI response and clamps them to 0-100 (line 145-146), but performs no sanity checking against the rule-based sco
10	R09-C-011	MEDIUM	Monitoring Gap	src/lib/readability/aiAnalyzer.js:54	In aiAnalyzer.js, when the caller provides an AbortSignal via options.signal (line 54), the code creates a NEW AbortController and its own signal but then uses 'const signal = options.signal || contro
10	R01-209	HIGH	Performance Bug	src/lib/unifiedExportService.js:6	unifiedExportService statically imports jsPDF, jspdf-autotable, ExcelJS, and JSZip at module level (lines 6-9). These are large libraries that will be included in the main bundle even if the user neve
10	R04-212	MEDIUM	IA Problem	src/lib/unifiedExportService.js:14	Two parallel export systems exist: unifiedExportService.js provides generic exportToExcel/exportToPDF/exportToCSV/exportToZip functions, while useReadabilityExport.js has its own completely independen
10	R05-200	HIGH	Screen Reader	src/lib/unifiedExportService.js:16	Download helper creates anchor element without accessible name. The dynamically created <a> element used to trigger file downloads has no aria-label, textContent, or screen reader announcement. Screen
10	R09-C-003	HIGH	Bundle Size	src/lib/unifiedExportService.js:6	unifiedExportService.js statically imports jsPDF, jspdf-autotable, ExcelJS, and JSZip at the top level (lines 6-9). These are very large libraries (jsPDF ~300KB, ExcelJS ~1MB, JSZip ~100KB minified). 
10	R02-012	MEDIUM	Dark Mode Bug	src/components/activity/ActivityTimeline.jsx:347	ActivityWidget uses hardcoded bg-white and border-charcoal-100 without dark mode variants for its container, and inner text elements lack dark: color overrides
10	R03-003	LOW	Terminology Inconsistency	src/components/activity/ActivityTimeline.jsx:100	The activity message for accessibility uses 'Scanned' while the activity type key is 'accessibility.scan' and the tool itself is called 'Accessibility Analyzer' with 'audit' terminology elsewhere. Thi
10	R04-010	LOW	Taxonomy Issue	src/components/activity/ActivityTimeline.jsx:83	The activity filter categories use inconsistent granularity. 'Tools' groups 6 different tool types together (audit, accessibility, imagealt, meta, schema), while 'Checklist' and 'Files' are separate c
10	R11-A-010	MEDIUM	Taxonomy Gap	src/components/activity/ActivityTimeline.jsx:29	The ActivityTimeline component defines activity types for all portal tools (audit, accessibility, imagealt, meta, schema) but has no activity type for the Readability tool, which is defined in src/con
10	R02-110	high	Dark Mode Bug	src/components/schema-generator/SchemaGeneratorPage.jsx:118	The error view in SchemaGeneratorPage uses a hardcoded dark gradient background (from-slate-900 via-slate-800 to-slate-900) with a white card (bg-white), completely ignoring the application's theme sy
10	R06-112	MEDIUM	Meta Tag Issue	src/components/schema-generator/SchemaGeneratorPage.jsx:16	SchemaGeneratorPage does not use the SEOHead component and does not set any page title, meta description, or canonical URL. The page relies entirely on whatever default title was set by a parent compo
10	R07-B-010	medium	AI Error Handling	src/components/schema-generator/SchemaGeneratorPage.jsx:41-68	The schema generator calls generateSchema() (an AI-powered function) with minimal error handling. The catch block (line 65-68) only displays the raw error message to the user via toast and error view.
10	R10-B-007	MEDIUM	Navigation Dead-End	src/components/schema-generator/SchemaGeneratorPage.jsx:117	The SchemaGeneratorPage error view (VIEWS.ERROR, line 117-135) renders a full-screen error state with only a 'Try Again' button that resets to the input view. There is no way for the user to navigate 
10	R02-207	MEDIUM	Color Inconsistency	src/hooks/useReadabilityExport.js:60	The getGradeColorRGB function (lines 59-65) uses different score thresholds than the GRADE_MAP in gradeMapper.js (lines 6-15). The PDF export maps >=90 to emerald, >=80 to teal, >=70 to amber, >=60 to
10	R03-208	MEDIUM	Terminology Inconsistency	src/hooks/useReadabilityExport.js:22	Category label 'Technical Accessibility' differs from 'Technical Access' used elsewhere (check key 'technicalAccess', check prefix 'TA')
10	R03-209	LOW	Terminology Inconsistency	src/hooks/useReadabilityExport.js:788	Header text 'AI Readability Checker' differs from the product name 'AI Readability Analysis Report' used on the cover page
10	R04-203	MEDIUM	Progressive Disclosure	src/hooks/useReadabilityExport.js:86	The exportPDF function accepts 12 option parameters including advanced white-labeling features (brandPrimaryColor, brandAccentColor, customFooterText, hidePoweredBy) at the same level as basic options
10	R03-007	LOW	Jargon	src/components/home/HomePage.jsx:216	The quick-access link uses 'A11y Check' as its label. 'A11y' is a numeronym for 'accessibility' that is only familiar to web developers and accessibility specialists. General content strategists and m
10	R04-008	HIGH	Cognitive Overload	src/components/home/HomePage.jsx:188	The HomePage presents 8 quick action buttons (line 188), 4 stat cards, a full tools grid section with 7+ cards, recent projects list, recent audits list, favorites widget, activity widget, recommendat
10	R04-009	MEDIUM	IA Problem	src/components/home/HomePage.jsx:188	Quick Actions section duplicates the Content Tools grid section below it. Both sections provide navigation to the same set of tools (planner, audit, accessibility, image-alt, meta-generator, schema-ge
10	R06-014	HIGH	Meta Tag Issue	src/components/home/HomePage.jsx:33	The authenticated HomePage (/app) does not use SEOHead or Helmet. While this is a protected route, it has no document title, so the browser tab shows the stale title from whatever page the user naviga
10	R03-100	HIGH	Terminology Inconsistency	src/components/readability/ReadabilityCategoryChart.jsx:15	Category key 'technicalAccess' is inconsistent with 'technicalAccessibility' used in ReadabilityCategoryAccordion.jsx and likely across the data model. This will cause the chart and accordion to refer
10	R03-101	LOW	Jargon	src/components/readability/ReadabilityCategoryChart.jsx:174	Weight legend uses cryptic two-letter abbreviations (CS, CC, TA, MS, AS) without spelling out the full category names. Non-expert users won't understand what these abbreviations mean.
10	R04-100	HIGH	Taxonomy Issue	src/components/readability/ReadabilityCategoryChart.jsx:16	Taxonomy key inconsistency between ReadabilityCategoryAccordion and ReadabilityCategoryChart. The accordion uses 'technicalAccessibility' as the category key while the chart uses 'technicalAccess'. Th
10	R05-102	LOW	ARIA Missing	src/components/readability/ReadabilityCategoryChart.jsx:148	The BarChart3 decorative icon in the chart heading is missing aria-hidden='true', causing screen readers to potentially announce the SVG element.
11	R03-109	MEDIUM	Jargon	src/components/readability/ReadabilityLLMColumn.jsx:219	Section heading 'Unprocessable Content' uses technical jargon that non-technical users will find opaque. It reads like a developer error message rather than a user-facing label.
11	R03-110	LOW	Jargon	src/components/readability/ReadabilityLLMColumn.jsx:114	Error state heading reads 'Extraction Failed' which is developer-oriented terminology. Users unfamiliar with AI extraction processes will not know what 'extraction' means in this context.
11	R07-B-004	medium	Confidence Gap	src/components/readability/ReadabilityLLMColumn.jsx:238-272	The usefulness score section displays a raw numeric score (out of 10) from AI model extraction without any confidence interval, margin of error, or reliability indicator. The score is presented as a p
11	R07-B-006	high	Output Validation	src/components/readability/ReadabilityLLMColumn.jsx:166-215	LLM extraction data (title, description, primaryTopic, mainContent, entities) is rendered directly into the DOM without any sanitization or output validation. The extraction.title, extraction.descript
11	R03-212	LOW	Terminology Inconsistency	src/lib/recommendations.js:46	Tool name 'Meta Data Generator' uses two words 'Meta Data' while the export system and schema/linked items use 'Meta Data' inconsistently with the standard 'Metadata'
11	R03-213	LOW	Terminology Inconsistency	src/lib/recommendations.js:77	Recommendation reason text 'Your audit shows missing meta data' uses 'meta data' (two words) instead of 'metadata'
11	R04-209	HIGH	Content Grouping	src/lib/recommendations.js:7	The cross-tool recommendations engine defines its own TOOLS object (line 7) with 6 tools (planner, audit, accessibility, image-alt, meta-generator, schema-generator). This does not reference or import
11	R11-C-008	HIGH	Content Relationship	src/lib/recommendations.js:64	The cross-tool recommendations engine defines recommendation rules that create a directional relationship graph between tools, but it has no 'readability' tool context. The TOOLS constant (line 7) lis
11	R04-012	MEDIUM	Navigation Gap	src/components/export/ExportHubPage.jsx:260	The ExportHubPage 'Back to Dashboard' link navigates to '/' (root) instead of '/app' (authenticated dashboard), same pattern as ActivityPage. This is a repeated navigation gap across multiple authenti
11	R08-A-001	HIGH	Data Integrity	src/components/export/ExportHubPage.jsx:243	Project export uses an empty mockItems array, causing all project exports to contain zero checklist items regardless of actual project data.
11	R08-A-011	MEDIUM	Scope Gap	src/components/export/ExportHubPage.jsx:321	The project selection dropdown in the Export Hub only shows the first 6 projects, with no pagination or search, preventing users from exporting data for projects beyond position 6.
11	R10-A-009	MEDIUM	Missing Empty State	src/components/export/ExportHubPage.jsx:321	When there are more than 6 projects, the ExportHubPage only shows the first 6 (projects.slice(0, 6) at line 321) but provides no pagination, 'Show More' button, or indication that additional projects 
11	R06-206	HIGH	Canonical Issue	src/lib/readability/checks/technicalAccess.js:68	checkCanonicalUrl only checks presence of canonical URL but does not validate it is an absolute URL or matches the current page URL pattern
11	R06-207	MEDIUM	Heading Hierarchy	src/lib/readability/checks/technicalAccess.js:119	checkHiddenContent is hardcoded to always return 'pass' status without actually checking for content behind tabs, accordions, or JavaScript interactions
11	R06-208	MEDIUM	Meta Tag Issue	src/lib/readability/checks/technicalAccess.js:59	checkRobotsTxt always returns 'warn' status regardless of input - both branches of the ternary return 'warn'
11	R11-C-014	LOW	Metadata Issue	src/lib/readability/checks/technicalAccess.js:52	The checkRobotsTxt function (TA-03) always returns status 'warn' regardless of the analysis outcome. Line 59 has a conditional that evaluates to 'warn' in both the true and false branches: `status: cr
11	R08-B-001	CRITICAL	Data Integrity	src/contexts/AuthContext.jsx:162	Account deletion batch operation does not clean up all user-related collections. The deleteAccount function only deletes projects owned by the user and notification settings, but fails to delete relat
11	R08-B-002	HIGH	Permission Issue	src/contexts/AuthContext.jsx:52	All new users are automatically assigned the 'project_manager' role with no admin approval workflow or role verification. Both email signup (line 52) and Google OAuth signup (line 90) hardcode the rol
11	R09-A-018	MEDIUM	Error Logging	src/contexts/AuthContext.jsx:187-189	The deleteAccount function silently catches and ignores Firebase Storage file deletion errors (line 187-189: empty catch block with comment 'Silently fail if no files exist or storage error'). Similar
11	R09-B-008	MEDIUM	Error Logging	src/contexts/AuthContext.jsx:217	The fetchUserProfile function silently catches and ignores all errors with an empty catch block: 'catch { // Silently fail - profile will be null }'. Similarly, the deleteAccount storage cleanup at li
11	R08-B-004	HIGH	Audit Trail	src/hooks/useComments.js:80	The updateComment function does not maintain an edit history despite the data model supporting it. When a comment is created (line 64), an 'editHistory' array is initialized as empty. However, when up
11	R08-B-005	HIGH	Permission Issue	src/hooks/useComments.js:94	The deleteComment function has no ownership or permission check. Any authenticated user can delete any comment by providing the commentId, regardless of whether they authored the comment or have admin
11	R08-C-003	HIGH	Permission Issue	src/hooks/useComments.js:94	The deleteComment and updateComment functions do not verify that the calling user is the author of the comment. Any authenticated user who can access a project can delete or modify any other user's co
11	R08-C-004	HIGH	Audit Trail	src/hooks/useComments.js:80	The updateComment function updates the comment text and sets updatedAt, but does not append the previous version to the editHistory array that is initialized as an empty array on comment creation (lin
11	R09-A-012	MEDIUM	Dependency Risk	package.json:19	The package.json uses caret (^) version ranges for all 18 production dependencies. While this is common, several dependencies are pinned to major versions that may have breaking changes in minor relea
11	R09-A-013	MEDIUM	Deploy Risk	package.json:7	The package.json contains only basic scripts (dev, build, preview, lint, test). There are no CI/CD configuration files in the repository (no .github/workflows, no .gitlab-ci.yml, no Dockerfile, no ver
11	R09-B-009	MEDIUM	Dependency Risk	package.json:23	The lucide-react dependency is pinned to version '^0.294.0', which is a pre-1.0 release. Pre-1.0 semver ranges with caret (^) allow minor version upgrades that may include breaking changes per semver 
11	R09-C-012	MEDIUM	Dependency Risk	package.json:23	Several dependencies use caret (^) version ranges, which means minor and patch versions can change between installs. Critical dependencies like firebase (^12.7.0), jspdf (^4.0.0), and exceljs (^4.4.0)
12	R01-008	CRITICAL	Race Condition	src/components/audit/BatchAuditPanel.jsx:314	Stale closure bug in runBatchAudit: the for-loop checks 'if (!isRunning) break;' at line 314, but isRunning is captured by closure at the time runBatchAudit starts. It will always be the initial value
12	R08-A-012	HIGH	Workflow Gap	src/components/audit/BatchAuditPanel.jsx:313-315	The batch audit pause mechanism does not actually stop the running audit loop because the isRunning state check on line 315 captures the stale closure value.
12	R10-A-008	MEDIUM	Navigation Dead-End	src/components/audit/BatchAuditPanel.jsx:313	The runBatchAudit function has a race condition at line 314: 'if (!isRunning) break;'. The isRunning check inside the for loop reads the initial value captured in the closure when runBatchAudit was ca
12	R01-100	HIGH	React Anti-Pattern	src/components/readability/ReadabilityCheckItem.jsx:154	Uses dangerouslySetInnerHTML to render jargon-annotated text, creating a potential XSS vector. The annotateJargon function injects raw HTML from check.title/check.name which could contain user-supplie
12	R04-103	MEDIUM	Cognitive Overload	src/components/readability/ReadabilityCheckItem.jsx:99	Check items with status 'pass' are not expandable even if they contain details, descriptions, or recommendations. Only 'fail' and 'warn' statuses allow expansion. This limits progressive disclosure by
12	R05-104	MEDIUM	Semantic HTML	src/components/readability/ReadabilityCheckItem.jsx:114	The expandable check item header uses a <div> with role='button' instead of a native <button> element. While it has tabIndex and onKeyDown, this is a non-semantic pattern that may cause inconsistent b
12	R01-112	MEDIUM	State Bug	src/hooks/useAssignments.js:60	The assignTask function performs an optimistic state update (line 61) but does not revert the local state if the Firestore update fails. If the server write fails, the UI shows the assignment was made
12	R08-B-006	MEDIUM	Workflow Gap	src/hooks/useAssignments.js:150	The unassignTask function does not log activity or send notifications when a task is unassigned. While assignTask (line 42) properly logs activity and sends notifications to assigned users, and update
12	R08-B-013	MEDIUM	Data Integrity	src/hooks/useAssignments.js:241	The useMyTasks hook queries the entire 'checklist_assignments' collection with no server-side filtering (line 241). It fetches every assignment document across all projects, then filters client-side t
12	R01-115	LOW	State Bug	src/hooks/useChecklistTemplates.js:122	The incrementUsage callback captures templates via closure. It finds the template and reads template.usageCount to compute the new count. However, if multiple increments happen before Firestore update
12	R11-B-003	HIGH	Content Model Issue	src/hooks/useChecklistTemplates.js:161	The DEFAULT_TEMPLATES array defines template categories using an entirely different taxonomy from what the actual checklistData uses. The templates reference categories like 'technical', 'site-speed',
12	R11-B-011	HIGH	Editorial Workflow	src/hooks/useChecklistTemplates.js:33	The useChecklistTemplates hook only queries templates created by the current user (line 33-36: where('createdBy', '==', currentUser.uid)). There is no mechanism to share templates between team members
12	R01-200	MEDIUM	State Bug	src/hooks/useFavoritesAndRecents.js:66	addToFavorites, removeFromFavorites, and addToRecents use stale closure values of `favorites` and `recents` state. When these callbacks fire in quick succession, they reference outdated snapshots of t
12	R04-204	LOW	Content Grouping	src/hooks/useFavoritesAndRecents.js:9	ITEM_TYPES defines only 4 types (PROJECT, TOOL, AUDIT, RESOURCE) while the application has many more item types across other hooks (accessibility, image_alt, meta_data, schema, checklist). Favorites a
12	R10-C-013	MEDIUM	Feedback Gap	src/hooks/useFavoritesAndRecents.js:50	The saveData function (which persists favorites and recents to Firestore) silently fails with only a console.error. The addToFavorites, removeFromFavorites, addToRecents, and clearRecents functions al
12	R01-208	LOW	Performance Bug	src/hooks/useUnsavedChanges.js:58	The dirty detection useEffect at line 57-60 uses JSON.stringify to deep-compare `values` and `originalValues` on every render when either changes. For large forms, this is an O(n) operation on every k
12	R10-C-005	MEDIUM	Flow Break	src/hooks/useUnsavedChanges.js:14	The useUnsavedChanges hook only handles browser beforeunload events (page refresh/close) but provides no mechanism for intercepting in-app navigation via React Router. The JSDoc comment at line 9 says
12	R10-C-006	MEDIUM	Form UX Issue	src/hooks/useUnsavedChanges.js:58	The dirty state detection in useFormWithUnsavedChanges uses JSON.stringify comparison (line 58) to detect changes. This is unreliable for several edge cases: (1) Object property order differences will
12	R01-211	MEDIUM	Race Condition	src/lib/audit/auditStorageService.js:297	getSharedAudit increments viewCount using a read-then-write pattern (reads viewCount at line 269, writes viewCount+1 at line 298). If two users access the shared link simultaneously, both read the sam
12	R08-C-009	MEDIUM	Data Integrity	src/lib/audit/auditStorageService.js:77	The saveAudit function silently truncates audit data: issues are limited to the first 500 (line 77) and urlData is sampled to the first 100 (line 81). This truncation happens without notifying the use
12	R08-C-016	LOW	Audit Trail	src/lib/audit/auditStorageService.js:296	The shared audit view count increment in getSharedAudit (line 297-298) uses a non-atomic read-then-write pattern. The current viewCount is read from the document, incremented in JavaScript, and writte
12	R02-003	HIGH	Dark Mode Bug	src/components/accessibility/AccessibilityAuditPage.jsx:241	Error view uses hardcoded light-only gradient background (from-charcoal-50 to-white) with no dark: classes, plus multiple child elements (red-50 bg, bg-white card, charcoal-900 text) all lack dark mod
12	R02-004	MEDIUM	Dark Mode Bug	src/components/accessibility/AccessibilityAuditPage.jsx:258	The 'How to fix this' card uses bg-white and border-charcoal-200 without dark mode variants, causing a stark white box in the middle of any potential dark layout
12	R06-017	MEDIUM	Heading Hierarchy	src/components/accessibility/AccessibilityAuditPage.jsx:247	In the error view of AccessibilityAuditPage, the heading hierarchy jumps from h2 (line 247, guidance title) to h3 (line 259, 'How to fix this') without proper context. The h2 is used inside an error s
12	R02-011	MEDIUM	Dark Mode Bug	src/components/activity/ActivityPage.jsx:33	Activity timeline container uses bg-white and border-charcoal-100 without dark mode variants, creating a white card on the dark page background
12	R04-007	MEDIUM	Navigation Gap	src/components/activity/ActivityPage.jsx:14	The 'Back to Dashboard' link on ActivityPage navigates to '/' (root path) instead of '/app' (the authenticated dashboard). For logged-in users, '/' redirects to '/app' via SmartHome, but this creates 
12	R06-018	LOW	Internal Links	src/components/activity/ActivityPage.jsx:15	ActivityPage 'Back to Dashboard' link points to '/' (root) instead of '/app' (the authenticated dashboard). Since authenticated users are always redirected from / to /app, this creates an unnecessary 
13	R02-015	HIGH	Dark Mode Bug	src/components/auth/LoginForm.jsx:41	Login page uses light-only gradient background (from-primary-50 to-primary-100) and the entire form card, divider, and text elements have no dark: variants. The 'Or continue with' divider text has har
13	R06-006	MEDIUM	Meta Tag Issue	src/components/auth/LoginForm.jsx:6	LoginForm page (/login) does not use SEOHead despite having pageSEO config defined for 'login' in seo.js. The login page SEO config with noindex flag is never applied.
13	R10-A-013	LOW	Onboarding Gap	src/components/auth/LoginForm.jsx:21	The LoginForm catches errors from login() and loginWithGoogle() but relies entirely on the AuthContext to show error toasts (comment: 'Error already shown via toast in AuthContext'). There is no inlin
13	R02-104	medium	Z-Index Conflict	src/components/readability/ReadabilityPDFPreview.jsx:153	PDF preview modal backdrop and modal container both use z-50, creating a same-level stacking conflict.
13	R03-112	MEDIUM	Jargon	src/components/readability/ReadabilityPDFPreview.jsx:519	The PDF report toggle switch label 'GEO Strategic Brief' uses the unexplained acronym 'GEO'. Users who are not familiar with Generative Engine Optimization terminology will not know what this section 
13	R07-B-008	medium	Missing Disclaimer	src/components/readability/ReadabilityPDFPreview.jsx:355-357	The PDF report's LLM Summary page includes only a minimal, easily-overlooked italic footnote as its AI disclaimer: 'LLM previews show how AI models interpret content when provided to them.' This text 
13	R02-118	medium	Dark Mode Bug	src/components/settings/UserSettingsPage.jsx:295	UserSettingsPage lacks dark mode support across the entire page. The page background, sidebar, content panel, form fields, and all section-specific UI elements use light-only colors.
13	R06-107	MEDIUM	Heading Hierarchy	src/components/settings/UserSettingsPage.jsx:304	UserSettingsPage renders h1 'Settings' at line 304, followed by h2 elements for each section (lines 363, 511, 535, 623, 738). However, the Danger Zone section at line 738 uses h2 for 'Danger Zone' and
13	R10-B-002	HIGH	Form UX Issue	src/components/settings/UserSettingsPage.jsx:179	The profile form in UserSettingsPage has no client-side validation for the Full Name field. The form allows submission of an empty name or whitespace-only string. The handleSaveProfile function procee
13	R03-013	LOW	Jargon	src/components/help/OnboardingWalkthrough.jsx:40	The onboarding step 3 for Technical Audit says 'Upload Screaming Frog exports to run comprehensive technical SEO audits.' This references a specific third-party tool (Screaming Frog) by name in the on
13	R07-A-016	LOW	Missing Disclaimer	src/components/help/OnboardingWalkthrough.jsx:40	The OnboardingWalkthrough step for 'Technical Audit' (step 3, line 40-43) states users will 'Get AI-powered recommendations for fixing issues' and the 'Accessibility Analyzer' step (step 4, line 46-49
13	R11-A-006	MEDIUM	Lifecycle Issue	src/components/help/OnboardingWalkthrough.jsx:32	The OnboardingWalkthrough references project phases as 'Discovery, Design, Development, and Launch' and the ToolHelpPanel references 'Discovery, Design, Development, Launch, or Post-Launch'. Neither m
13	R04-015	MEDIUM	Content Grouping	src/components/help/GlossaryPage.jsx:86	The GlossaryPage displays 3 stat cards (Total Terms, Categories, Filtered Results) above the actual glossary content. These meta-statistics about the glossary add no user value and push the actual con
13	R06-011	MEDIUM	Heading Hierarchy	src/components/help/GlossaryPage.jsx:53	GlossaryPage has an h1 ('SEO Glossary') but no SEOHead is used. Since the page is served at public route /help/glossary with pageSEO config defined in seo.js, the SEO configuration for this page is ne
13	R11-B-014	HIGH	Content Reuse	src/components/help/GlossaryPage.jsx:178	The glossary 'Related Terms' feature displays related term names as clickable spans that set the search query (line 182-185), but the relatedTerms in the data are plain strings that may not exactly ma
13	R04-101	MEDIUM	Labeling Issue	src/components/readability/ReadabilityBenchmarkWidget.jsx:97	The benchmark widget displays 'Avg Score' as a label, which is an abbreviation. Alongside it, 'Trend' and 'Percentile' are spelled out fully. The inconsistent use of abbreviation vs full-word labels i
13	R05-100	MEDIUM	Screen Reader	src/components/readability/ReadabilityBenchmarkWidget.jsx:86	The benchmark widget container div lacks a role and accessible label. Screen readers cannot identify this as a distinct benchmarks region or understand its purpose.
13	R05-101	MEDIUM	Color Contrast	src/components/readability/ReadabilityBenchmarkWidget.jsx:102	Trend direction (up/down/neutral) is communicated solely through color (green/red/gray) and icon. The numeric trend value is present but the semantic meaning (improving vs declining) is not conveyed t
13	R05-012	HIGH	Focus Trap	src/components/audit/AuditHistoryPanel.jsx:113	ComparisonModal does not implement focus trapping, lacks role='dialog' and aria-modal attributes, and has no Escape key handler to close
13	R05-016	MEDIUM	ARIA Missing	src/components/audit/AuditHistoryPanel.jsx:127	Close button (X icon) in ComparisonModal header has no aria-label attribute; screen reader users cannot identify its function
13	R08-A-016	MEDIUM	Scope Gap	src/components/audit/AuditHistoryPanel.jsx:325	The audit history list is limited to showing only 10 audits with no pagination or 'load more' capability, preventing access to older audit history.
13	R06-001	HIGH	Schema Error	src/components/public/FeatureDetailPage.jsx:391	SCHEMA_KEY_MAP maps feature slugs to non-existent keys in softwareSchemas, causing all feature detail pages to render without structured data. For example, 'planner' maps to 'contentPlanner' but softw
13	R07-A-011	HIGH	Hallucination Risk	src/components/public/FeatureDetailPage.jsx:98	The FeatureDetailPage for the Technical Audit feature states 'Get contextual fix recommendations powered by Claude AI' and the Accessibility feature states 'Get specific code fixes and implementation 
13	R11-A-007	MEDIUM	Content Model Issue	src/components/public/FeatureDetailPage.jsx:75	The FeatureDetailPage stats section claims '8 Project Phases' for the Content Planner, and the SEO config description says 'Track progress across 8 phases'. However, the actual system has exactly 6 ph
13	R06-013	MEDIUM	Canonical Issue	src/components/shared/SEOHead.jsx:25	When SEOHead is used without a canonical prop and without a pageKey, the default canonical URL resolves to the site root ('https://contentstrategyportal.com/'). This means any page using SEOHead witho
13	R06-104	MEDIUM	Canonical Issue	src/components/shared/SEOHead.jsx:25	SEOHead defaults to canonical '/' when no canonical is provided and no pageKey matches. This means any page using SEOHead without explicitly passing canonical or using a valid pageKey will have a cano
13	R11-B-012	LOW	Metadata Issue	src/components/shared/SEOHead.jsx:36	The SEOHead component still renders the deprecated 'keywords' meta tag (line 36: seo.keywords && <meta name='keywords' content={seo.keywords} />). Google has publicly stated since 2009 that it does no
14	R06-113	LOW	URL Structure	src/config/tools.js:169	The schema generator tool is registered in tools.js with the path '/app/schema-generator' (line 169) but the cross-tool links in ReadabilityCrossToolLinks.jsx reference it as '/app/schema' (line 33). 
14	R11-B-007	HIGH	Content Reuse	src/config/tools.js:172	The tool feature counts in src/config/tools.js contradict each other and are duplicated with different values across SEO config. The schema-generator tool in tools.js claims '50+ schema types' (line 1
14	R11-B-010	MEDIUM	Terminology	src/config/tools.js:164	The schema-generator tool has inconsistent naming across the application. In tools.js it is named 'Structured Data Generator' (line 164), but in seo.js it is called 'Schema Markup Generator' (line 241
14	R08-A-003	HIGH	Permission Issue	src/components/checklist/FileUpload.jsx:61-69	File deletion lacks any permission or ownership check. Any authenticated user who can view the item can delete any file attachment, regardless of who uploaded it.
14	R08-A-007	MEDIUM	Audit Trail	src/components/checklist/FileUpload.jsx:28-34	File upload and deletion operations are not logged to any audit trail. There is no record of who uploaded or deleted files, or when these actions occurred.
14	R10-A-015	LOW	Feedback Gap	src/components/checklist/FileUpload.jsx:28	The FileUpload component's onDrop handler (line 28) calls uploadFile and awaits it, but there is no error handling in onDrop itself. If the uploadFile function from useFileAttachments throws an error 
14	R08-A-009	MEDIUM	Workflow Gap	src/components/projects/ProjectCreationWizard.jsx:122-123	The project creation wizard does not validate that the target launch date is after the start date. Users can create projects where the deadline precedes the start date.
14	R10-A-001	CRITICAL	Missing Error State	src/components/projects/ProjectCreationWizard.jsx:160	Project creation failure silently swallowed with only console.error. When createProject() throws an error (e.g., network failure, permissions error, Firestore write error), the catch block logs to con
14	R10-A-005	HIGH	Form UX Issue	src/components/projects/ProjectCreationWizard.jsx:119	The wizard validates step 2 requires targetLaunchDate but does not validate that targetLaunchDate is after startDate. A user can set a target launch date before the start date, which is logically inva
14	R08-C-014	MEDIUM	Data Integrity	src/utils/storageHelpers.js:186	The storageHelpers module maintains a parallel localStorage-based data system (time entries, project metadata, filter presets, activity log) that is completely disconnected from the Firestore-based sy
14	R09-B-012	MEDIUM	Caching Gap	src/utils/storageHelpers.js:67	When localStorage quota is exceeded (QuotaExceededError), the recovery strategy is to remove STORAGE_KEYS.RECENT_ACTIVITY and retry the write. This approach has several issues: (1) It only evicts one 
14	R09-C-010	MEDIUM	Error Logging	src/utils/storageHelpers.js:48	All error handling in storageHelpers.js relies exclusively on console.error/console.warn calls (lines 48, 64, 68, 75, 90, 314, 362). There is no integration with any structured logging or error monito
14	R09-A-006	HIGH	Error Logging	src/utils/lazyWithRetry.js:37	The lazyWithRetry utility only logs chunk loading failures in development (import.meta.env.DEV check on line 37). In production, when a module fails to load after 3 retries, the error is silently re-t
14	R09-B-010	MEDIUM	Environment Issue	src/utils/lazyWithRetry.js:32	The lazyWithRetry utility uses a fixed 1-second retry delay (RETRY_DELAY = 1000ms) with no exponential backoff. When a chunk fails to load (e.g., during a deployment with cache invalidation), all 3 re
14	R09-C-006	HIGH	Monitoring Gap	src/utils/lazyWithRetry.js:37	The lazyWithRetry utility only logs chunk loading failures in development mode (line 37: if (import.meta.env.DEV)). In production, when a chunk fails to load after 3 retries, the error is re-thrown as
14	R09-A-009	MEDIUM	Caching Gap	src/lib/readability/utils/analysisCache.js:44	The readability analysis caching system stores large analysis results in localStorage (line 107), which has a typical 5-10MB limit shared across the entire domain. Each cached analysis includes full c
14	R09-C-007	HIGH	Caching Gap	src/lib/readability/utils/analysisCache.js:17	The content hash function hashContent() only processes the first 50,000 characters of the HTML content (line 18: Math.min(content.length, 50000)). For large pages exceeding 50KB of HTML, two different
14	R09-C-013	MEDIUM	Caching Gap	src/lib/readability/utils/analysisCache.js:107	The analysis cache stores potentially large analysis result objects in localStorage (line 107), but there is no size check before writing. Each cached analysis contains checkResults, recommendations, 
14	R01-007	HIGH	State Bug	src/components/admin/UsageAnalyticsDashboard.jsx:259	Same Refresh button bug as AuditLogViewer: setLoading(true) without triggering re-fetch. The useEffect depends on [dateRange, dateRangeConfig], but clicking Refresh only sets loading state without cha
